Timestamp,AcDeliveryTemp_24,AcDeliveryTemp_25,AcDeliveryTemp_27,AcDeliveryTemp_28,AcDeliveryTemp_43,AcOnoffState_24,AcOnoffState_25,AcOnoffState_27,AcOnoffState_28,AcOnoffState_43,AcReturnTemp_24,AcReturnTemp_25,AcReturnTemp_27,AcReturnTemp_28,AcReturnTemp_43,AcSetTemp_24,AcSetTemp_25,AcSetTemp_27,AcSetTemp_28,AcSetTemp_43,AcWorkTime_24,AcWorkTime_25,AcWorkTime_27,AcWorkTime_28,AcWorkTime_43,AcXPos_24,AcXPos_25,AcXPos_27,AcXPos_28,AcXPos_43,AcYPos_24,AcYPos_25,AcYPos_27,AcYPos_28,AcYPos_43,ColdTempMean,HotTempMean,InstantPue,ItElectricPower,ItElectricTotalWork,RackColdTemp_12,RackColdTemp_13,RackColdTemp_14,RackColdTemp_15,RackColdTemp_22,RackColdTemp_23,RackColdTemp_24,RackColdTemp_25,RackColdTemp_27,RackColdTemp_29,RackColdTemp_3,RackColdTemp_30,RackColdTemp_31,RackColdTemp_34,RackColdTemp_35,RackColdTemp_4,RackColdTemp_7,RackColdTemp_8,RackColdTemp_9,RackHotTemp_12,RackHotTemp_13,RackHotTemp_14,RackHotTemp_15,RackHotTemp_22,RackHotTemp_23,RackHotTemp_24,RackHotTemp_25,RackHotTemp_27,RackHotTemp_29,RackHotTemp_3,RackHotTemp_30,RackHotTemp_31,RackHotTemp_34,RackHotTemp_35,RackHotTemp_4,RackHotTemp_7,RackHotTemp_8,RackHotTemp_9,RackXPos_12,RackXPos_13,RackXPos_14,RackXPos_15,RackXPos_2,RackXPos_22,RackXPos_23,RackXPos_24,RackXPos_25,RackXPos_27,RackXPos_29,RackXPos_3,RackXPos_30,RackXPos_31,RackXPos_34,RackXPos_35,RackXPos_4,RackXPos_7,RackXPos_8,RackXPos_9,RackYPos_12,RackYPos_13,RackYPos_14,RackYPos_15,RackYPos_2,RackYPos_22,RackYPos_23,RackYPos_24,RackYPos_25,RackYPos_27,RackYPos_29,RackYPos_3,RackYPos_30,RackYPos_31,RackYPos_34,RackYPos_35,RackYPos_4,RackYPos_7,RackYPos_8,RackYPos_9,TotalElectricPower,TotalElectricTotalWork,XPosMax,XPosMin,YPosMax,YPosMin
8/10/2023 9:02 AM,18.3,19,18.3,21.2,18.1,1,1,1,1,1,29.2,29.1,26.8,30.3,30.4,20,20,20,20,20,1,1,1,1,1,1092,752,752,412,1160,350,350,100,100,100,22.35947368,28.21684211,1.278101399,58870,4.896666667,21.25,21.6,22.65,22.37,21.8,21.8,21.07,21.2,27.4,21.2,24.73,22.43,22,22.03,21.2,24.1,22.6,21.7,21.7,27.15,28.67,27.87,30.1,23.1,28.7,27.07,30.1,29.6,28.4,25.33,31.5,30.73,28.2,27,24.8,28.57,30.6,28.63,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,75241.82938,6.545078823,1228,140,350,100
8/10/2023 9:07 AM,21.8,17.7,19.4,20.5,23.1,1,1,1,1,1,29.8,28.9,26.2,29.5,30.8,20,20,20,20,20,2,2,2,2,2,1092,752,752,412,1160,350,350,100,100,100,22.76263158,28.36631579,1.361047155,58810,4.903333333,21.65,22.5,23.2,23.1,21.87,22,21.07,21.6,27.6,21.9,24.6,22.67,22.5,22.93,22.9,24.1,22.8,21.8,21.7,27.6,29.03,28.2,30.23,23.1,28.7,27.2,30.3,29.9,28.8,25.1,31.87,31,28.3,27,24.2,28.73,31,28.7,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,80043.18318,6.470208857,1228,140,350,100
8/10/2023 9:12 AM,18.4,21.3,21.8,22.9,19.6,1,1,1,1,1,29.2,29.7,26.6,31.4,30.9,21,21,21,21,21,3,3,3,3,3,1092,752,752,412,1160,350,350,100,100,100,22.48526316,28.61473684,1.227849763,59090,4.9125,21.15,21.35,22.05,21.87,22.67,22.5,21.43,21.9,27.5,21.4,25.27,22.53,22.13,21.57,20.7,24.5,22.95,21.8,21.95,27.05,28.53,27.67,30.1,23.9,29.4,27.43,30.8,29.9,29.4,25.6,32.17,30.93,28.13,27,25.5,29.3,31.5,29.37,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,72553.64252,6.358201071,1228,140,350,100
8/10/2023 9:18 AM,22.9,19.1,19.8,21.6,22.3,1,1,1,1,1,30.4,29.3,27.3,30.2,31.4,21,21,21,21,21,4,4,4,4,4,1092,752,752,412,1160,350,350,100,100,100,23.57631579,28.94,1.37275879,59050,4.9225,22.95,23.6,24.15,24.13,22.6,22.7,21.47,22.6,27.2,23.3,24.73,23.77,23.53,23.77,23.8,24.5,23.45,22.8,22.9,28.65,29.73,29,30.73,23.45,29,27.43,30.7,30.1,29.7,25.3,32.53,31.77,28.77,27.4,24.8,29.4,32.2,29.2,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,81061.40656,6.400627045,1228,140,350,100
8/10/2023 9:23 AM,17.6,20.4,21.2,21.7,20.8,1,1,1,1,1,29.3,29.7,27,31.6,30.9,21,21,21,21,21,5,5,5,5,5,1092,752,752,412,1160,350,350,100,100,100,22.58947368,28.63105263,1.261425711,59020,4.919583333,21.3,21.4,21.95,21.67,22.97,22.7,21.4,22.2,27.8,21.5,24.93,22.57,22.13,21.53,20.7,24.5,23.3,22.2,22.45,27.45,28.53,27.53,29.87,23.85,29.4,27.3,30.5,30.1,29.3,25.43,32.1,31.17,28.03,27.2,25.3,29.4,32,29.53,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,74449.34544,6.479614667,1228,140,350,100
8/10/2023 9:29 AM,21.9,20.4,20.7,21.8,21,1,1,1,1,1,30.4,29.4,26.9,30.5,31.5,21,21,21,21,21,6,6,6,6,6,1092,752,752,412,1160,350,350,100,100,100,23.46,28.92736842,1.351415006,58700,4.905,22.65,23.4,23.9,23.97,22.47,22.7,21.47,22.6,27.8,22.9,24.93,23.4,23.27,23.43,23.5,24.5,23.55,22.7,22.6,28.4,29.67,28.87,30.67,23.65,29.4,27.43,30.8,30.3,29.4,25.33,32.53,31.7,28.77,27.4,24.8,29.3,32,29.2,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,79328.06084,6.407391928,1228,140,350,100
8/10/2023 9:34 AM,18.1,20.3,20.5,21.4,22.7,1,1,1,1,1,29.4,29.6,26.8,31.6,31.1,21,21,21,21,21,7,7,7,7,7,1092,752,752,412,1160,350,350,100,100,100,22.70789474,28.72736842,1.249580545,59200,4.9125,21.35,21.7,22.1,21.93,22.87,22.5,21.4,22.4,28.1,21.5,24.93,22.57,22.33,21.87,21.4,24.5,23.5,22.2,22.3,27.65,28.83,27.73,30.17,23.95,29.4,27.5,30.5,30.3,29.3,25.43,32.23,31.33,28.2,27.2,25.3,29.5,31.5,29.8,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,73975.16824,6.387634545,1228,140,350,100
8/10/2023 9:40 AM,21.2,20.3,21,21.7,19.8,1,1,1,1,1,30.3,29.6,26.8,31,31.5,21,21,21,21,21,8,8,8,8,8,1092,752,752,412,1160,350,350,100,100,100,23.35578947,28.96421053,1.338735288,59150,4.93125,22.6,23.15,23.6,23.53,22.6,22.7,21.53,22.6,28.2,22.7,24.93,23.3,23.2,23.17,22.9,24.5,23.5,22.5,22.55,28.3,29.6,28.7,30.73,23.85,29.4,27.6,30.8,30.3,29.7,25.37,32.63,31.67,28.83,27.4,25.1,29.37,31.7,29.27,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,79186.1923,6.381723356,1228,140,350,100
8/10/2023 9:45 AM,19.6,20.5,20.8,21.6,22.8,1,1,1,1,1,29.9,29.9,27,31.9,31.4,21,21,21,21,21,9,9,9,9,9,1092,752,752,412,1160,350,350,100,100,100,22.87894737,28.86894737,1.250837803,58700,4.910416667,21.55,22.05,22.2,22.03,23.1,22.7,21.53,22.8,28.2,21.9,25,22.7,22.47,21.87,21.4,24.7,23.65,22.3,22.55,27.95,29,27.87,30.53,24,29.6,27.63,30.8,30.3,29.4,25.43,32.53,31.4,28.13,27.2,25.5,29.67,31.7,29.87,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,73424.17906,6.358765473,1228,140,350,100
8/10/2023 9:51 AM,19,20.3,20.8,21.4,19.8,1,1,1,1,1,30.3,29.5,27.3,31.3,31.1,21,21,21,21,21,10,10,10,10,10,1092,752,752,412,1160,350,350,100,100,100,23.29736842,28.99263158,1.320056315,58920,4.900833333,22.35,22.7,23.3,23.23,22.63,22.7,21.47,22.8,28.2,22.7,24.97,23.3,23.1,23.1,22.8,24.5,23.6,22.5,22.7,28.3,29.47,28.57,30.67,23.85,29.4,27.57,30.8,30.5,29.6,25.43,32.63,31.7,28.87,27.6,25.1,29.47,32,29.33,820,888,956,1024,140,344,412,480,548,684,820,208,888,956,1160,1228,276,480,548,616,100,100,100,100,100,350,350,350,350,350,350,100,350,350,350,350,100,100,100,100,77777.7181,6.300079048,1228,140,350,100
